Transaction ID,User ID,Amount,Currency,Status
601,927,16415.62,USD,FLAGGED_FRAUD
614,385,19414.76,USD,FLAGGED_FRAUD
625,532,49819.32,USD,FLAGGED_FRAUD
633,412,31278.63,USD,FLAGGED_FRAUD
638,195,32871.83,USD,FLAGGED_FRAUD
647,279,32142.37,USD,FLAGGED_FRAUD
651,641,24702.23,USD,FLAGGED_FRAUD
652,883,13774.65,USD,FLAGGED_FRAUD
655,905,48350.75,USD,FLAGGED_FRAUD
657,407,29492.36,USD,FLAGGED_FRAUD
659,270,46532.02,USD,FLAGGED_FRAUD
664,980,47847.04,USD,FLAGGED_FRAUD
672,324,35830.68,USD,FLAGGED_FRAUD
679,991,43569.33,USD,FLAGGED_FRAUD
688,857,17993.66,USD,FLAGGED_FRAUD
707,837,35753.06,USD,FLAGGED_FRAUD
712,326,12971.62,USD,FLAGGED_FRAUD
728,159,35238.74,USD,FLAGGED_FRAUD
754,773,11041.88,USD,FLAGGED_FRAUD
762,996,31031.96,USD,FLAGGED_FRAUD
773,381,38147.47,USD,FLAGGED_FRAUD
778,432,35253.83,USD,FLAGGED_FRAUD
782,962,16774.94,USD,FLAGGED_FRAUD
785,755,36565.77,USD,FLAGGED_FRAUD
793,718,21148.89,USD,FLAGGED_FRAUD
803,566,19304.87,USD,FLAGGED_FRAUD
807,613,36619.08,USD,FLAGGED_FRAUD
812,274,33228.56,USD,FLAGGED_FRAUD
813,198,38236.29,USD,FLAGGED_FRAUD
824,102,17275.11,USD,FLAGGED_FRAUD
837,236,21699.90,USD,FLAGGED_FRAUD
894,420,19834.08,USD,FLAGGED_FRAUD
901,371,14177.32,USD,FLAGGED_FRAUD
902,524,27598.79,USD,FLAGGED_FRAUD
911,913,38336.67,USD,FLAGGED_FRAUD
923,826,32770.33,USD,FLAGGED_FRAUD
930,792,39731.82,USD,FLAGGED_FRAUD
936,509,10104.01,USD,FLAGGED_FRAUD
937,158,19633.52,USD,FLAGGED_FRAUD
965,978,12300.43,USD,FLAGGED_FRAUD
981,196,20414.61,USD,FLAGGED_FRAUD
988,994,48250.42,USD,FLAGGED_FRAUD
989,491,32374.74,USD,FLAGGED_FRAUD
1004,674,27236.72,USD,FLAGGED_FRAUD
1012,292,22302.70,USD,FLAGGED_FRAUD
1014,671,28589.14,USD,FLAGGED_FRAUD
1019,294,35746.38,USD,FLAGGED_FRAUD
1023,989,17515.90,USD,FLAGGED_FRAUD
1025,312,12805.68,USD,FLAGGED_FRAUD
1049,821,33222.81,USD,FLAGGED_FRAUD
1053,459,38358.67,USD,FLAGGED_FRAUD
1054,184,27329.31,USD,FLAGGED_FRAUD
1055,235,11985.32,USD,FLAGGED_FRAUD
1056,557,44076.87,USD,FLAGGED_FRAUD
1058,559,27108.10,USD,FLAGGED_FRAUD
1062,270,45645.79,USD,FLAGGED_FRAUD
1069,735,20290.11,USD,FLAGGED_FRAUD
1073,180,32303.09,USD,FLAGGED_FRAUD
1078,445,12480.40,USD,FLAGGED_FRAUD
1083,120,10122.75,USD,FLAGGED_FRAUD
1084,743,30801.50,USD,FLAGGED_FRAUD
1107,947,32407.88,USD,FLAGGED_FRAUD
1111,884,37779.78,USD,FLAGGED_FRAUD
1112,930,41983.81,USD,FLAGGED_FRAUD
1122,797,35427.06,USD,FLAGGED_FRAUD
1126,701,13600.41,USD,FLAGGED_FRAUD
1131,352,48575.49,USD,FLAGGED_FRAUD
1136,900,21763.84,USD,FLAGGED_FRAUD
1140,260,27886.05,USD,FLAGGED_FRAUD
1141,855,12288.42,USD,FLAGGED_FRAUD
1147,867,18587.35,USD,FLAGGED_FRAUD
1148,961,12378.46,USD,FLAGGED_FRAUD
1161,357,18032.99,USD,FLAGGED_FRAUD
1164,481,14250.72,USD,FLAGGED_FRAUD
1166,362,48074.05,USD,FLAGGED_FRAUD
1168,539,17270.46,USD,FLAGGED_FRAUD
1170,754,13751.40,USD,FLAGGED_FRAUD
1174,510,20275.80,USD,FLAGGED_FRAUD
1186,419,27293.96,USD,FLAGGED_FRAUD
1198,285,41636.61,USD,FLAGGED_FRAUD
1203,843,10949.99,USD,FLAGGED_FRAUD
1207,585,34097.17,USD,FLAGGED_FRAUD
1213,335,32925.83,USD,FLAGGED_FRAUD
1216,232,43348.05,USD,FLAGGED_FRAUD
1221,195,24718.05,USD,FLAGGED_FRAUD
1223,288,43174.06,USD,FLAGGED_FRAUD
1225,931,27458.87,USD,FLAGGED_FRAUD
1227,307,24970.14,USD,FLAGGED_FRAUD
1241,537,48084.08,USD,FLAGGED_FRAUD
1242,904,38035.54,USD,FLAGGED_FRAUD
1252,887,26219.56,USD,FLAGGED_FRAUD
1254,109,10196.46,USD,FLAGGED_FRAUD
1257,754,27663.61,USD,FLAGGED_FRAUD
1261,260,19883.68,USD,FLAGGED_FRAUD
1262,672,45422.26,USD,FLAGGED_FRAUD
1263,126,13617.30,USD,FLAGGED_FRAUD
1264,945,49602.02,USD,FLAGGED_FRAUD
1276,933,39213.06,USD,FLAGGED_FRAUD
1279,484,20280.83,USD,FLAGGED_FRAUD
1280,588,19512.39,USD,FLAGGED_FRAUD
1282,449,35974.73,USD,FLAGGED_FRAUD
1283,937,34838.06,USD,FLAGGED_FRAUD
1288,275,28288.64,USD,FLAGGED_FRAUD
1293,209,40042.60,USD,FLAGGED_FRAUD
1299,965,48749.35,USD,FLAGGED_FRAUD
1301,591,11396.29,USD,FLAGGED_FRAUD
1302,200,33628.89,USD,FLAGGED_FRAUD
1313,928,12134.53,USD,FLAGGED_FRAUD
1316,663,42258.02,USD,FLAGGED_FRAUD
1333,117,33880.60,USD,FLAGGED_FRAUD
1336,400,39045.65,USD,FLAGGED_FRAUD
1344,751,42938.53,USD,FLAGGED_FRAUD
1349,279,45029.57,USD,FLAGGED_FRAUD
1367,630,16900.95,USD,FLAGGED_FRAUD
1370,650,21252.27,USD,FLAGGED_FRAUD
1373,394,30145.26,USD,FLAGGED_FRAUD
1375,897,36251.71,USD,FLAGGED_FRAUD
1376,569,31432.56,USD,FLAGGED_FRAUD
1377,188,34664.98,USD,FLAGGED_FRAUD
1386,788,24936.70,USD,FLAGGED_FRAUD
1395,664,45776.33,USD,FLAGGED_FRAUD
1406,617,17547.34,USD,FLAGGED_FRAUD
1408,883,19296.01,USD,FLAGGED_FRAUD
1413,531,47006.03,USD,FLAGGED_FRAUD
1432,768,22541.54,USD,FLAGGED_FRAUD
1435,478,21944.48,USD,FLAGGED_FRAUD
1438,768,10420.83,USD,FLAGGED_FRAUD
1440,843,48530.80,USD,FLAGGED_FRAUD
1449,314,37349.75,USD,FLAGGED_FRAUD
1451,135,30581.99,USD,FLAGGED_FRAUD
1453,557,28581.26,USD,FLAGGED_FRAUD
1469,109,12725.70,USD,FLAGGED_FRAUD
1470,822,47019.94,USD,FLAGGED_FRAUD
1472,895,13615.45,USD,FLAGGED_FRAUD
1476,621,33613.79,USD,FLAGGED_FRAUD
1487,442,31847.43,USD,FLAGGED_FRAUD
1489,553,24312.38,USD,FLAGGED_FRAUD
1503,145,35832.51,USD,FLAGGED_FRAUD
1506,726,22445.90,USD,FLAGGED_FRAUD
1528,138,17775.26,USD,FLAGGED_FRAUD
1529,170,44009.74,USD,FLAGGED_FRAUD
1536,277,25077.00,USD,FLAGGED_FRAUD
1540,558,41486.68,USD,FLAGGED_FRAUD
1549,280,41322.34,USD,FLAGGED_FRAUD
1574,804,29024.36,USD,FLAGGED_FRAUD
1588,941,15581.31,USD,FLAGGED_FRAUD
1608,125,16265.08,USD,FLAGGED_FRAUD
1609,157,14634.87,USD,FLAGGED_FRAUD
1610,728,44254.77,USD,FLAGGED_FRAUD
1617,944,29339.08,USD,FLAGGED_FRAUD
1622,149,49284.28,USD,FLAGGED_FRAUD
1625,466,29347.99,USD,FLAGGED_FRAUD
1628,210,36918.25,USD,FLAGGED_FRAUD
1629,327,11227.30,USD,FLAGGED_FRAUD
1630,288,44190.54,USD,FLAGGED_FRAUD
1633,718,25859.72,USD,FLAGGED_FRAUD
1645,685,38026.17,USD,FLAGGED_FRAUD
1646,949,33370.83,USD,FLAGGED_FRAUD
1651,606,24292.28,USD,FLAGGED_FRAUD
1655,893,30017.53,USD,FLAGGED_FRAUD
1660,481,43366.09,USD,FLAGGED_FRAUD
1679,333,30308.87,USD,FLAGGED_FRAUD
1680,299,26153.64,USD,FLAGGED_FRAUD
1685,341,31228.15,USD,FLAGGED_FRAUD
1689,535,25296.78,USD,FLAGGED_FRAUD
1700,858,47483.48,USD,FLAGGED_FRAUD
1701,911,22710.72,USD,FLAGGED_FRAUD
1705,741,35149.49,USD,FLAGGED_FRAUD
1717,562,30722.22,USD,FLAGGED_FRAUD
1718,640,14773.92,USD,FLAGGED_FRAUD
1723,975,47448.91,USD,FLAGGED_FRAUD
1726,828,45664.15,USD,FLAGGED_FRAUD
1728,360,17954.85,USD,FLAGGED_FRAUD
1739,620,40619.78,USD,FLAGGED_FRAUD
1742,323,29512.84,USD,FLAGGED_FRAUD
1746,576,35655.71,USD,FLAGGED_FRAUD
1752,260,44571.77,USD,FLAGGED_FRAUD
1756,780,33426.74,USD,FLAGGED_FRAUD
1769,126,37661.06,USD,FLAGGED_FRAUD
1788,617,37997.36,USD,FLAGGED_FRAUD
1789,773,44467.39,USD,FLAGGED_FRAUD
1797,876,36013.98,USD,FLAGGED_FRAUD
1801,958,46846.03,USD,FLAGGED_FRAUD
1809,467,28566.87,USD,FLAGGED_FRAUD
1810,981,33298.58,USD,FLAGGED_FRAUD
1817,142,43255.91,USD,FLAGGED_FRAUD
1820,452,37910.79,USD,FLAGGED_FRAUD
1827,438,33540.31,USD,FLAGGED_FRAUD
1835,673,14271.04,USD,FLAGGED_FRAUD
1838,162,14447.96,USD,FLAGGED_FRAUD
1840,111,42458.94,USD,FLAGGED_FRAUD
1841,930,18282.78,USD,FLAGGED_FRAUD
1842,749,12211.95,USD,FLAGGED_FRAUD
1846,236,20210.50,USD,FLAGGED_FRAUD
1848,814,36919.45,USD,FLAGGED_FRAUD
1852,237,11401.80,USD,FLAGGED_FRAUD
1855,515,21773.93,USD,FLAGGED_FRAUD
1859,761,30471.41,USD,FLAGGED_FRAUD
1888,861,39766.74,USD,FLAGGED_FRAUD
1893,404,42076.08,USD,FLAGGED_FRAUD
1895,345,45077.98,USD,FLAGGED_FRAUD
1902,890,28106.58,USD,FLAGGED_FRAUD
1919,288,43589.98,USD,FLAGGED_FRAUD
1935,628,14437.45,USD,FLAGGED_FRAUD
1940,171,28306.52,USD,FLAGGED_FRAUD
1945,143,38464.26,USD,FLAGGED_FRAUD
1946,598,21699.65,USD,FLAGGED_FRAUD
1955,224,40909.28,USD,FLAGGED_FRAUD
1966,124,32381.54,USD,FLAGGED_FRAUD
1995,339,14432.33,USD,FLAGGED_FRAUD
1996,131,23427.90,USD,FLAGGED_FRAUD
2008,718,44739.70,USD,FLAGGED_FRAUD
2017,662,43493.51,USD,FLAGGED_FRAUD
2030,839,43635.85,USD,FLAGGED_FRAUD
2042,975,28764.22,USD,FLAGGED_FRAUD
2052,361,45353.12,USD,FLAGGED_FRAUD
2056,395,39118.12,USD,FLAGGED_FRAUD
2059,835,31177.89,USD,FLAGGED_FRAUD
2060,507,47165.78,USD,FLAGGED_FRAUD
2063,772,26648.28,USD,FLAGGED_FRAUD
2071,354,42576.37,USD,FLAGGED_FRAUD
2082,701,22478.67,USD,FLAGGED_FRAUD
2090,341,26745.58,USD,FLAGGED_FRAUD
2092,898,10539.23,USD,FLAGGED_FRAUD
2099,335,47810.45,USD,FLAGGED_FRAUD
2101,910,42162.87,USD,FLAGGED_FRAUD
2109,900,31893.12,USD,FLAGGED_FRAUD
2120,496,25749.72,USD,FLAGGED_FRAUD
2123,904,40932.74,USD,FLAGGED_FRAUD
2125,883,29853.50,USD,FLAGGED_FRAUD
2160,836,34191.95,USD,FLAGGED_FRAUD
2163,130,29596.51,USD,FLAGGED_FRAUD
2169,256,39820.13,USD,FLAGGED_FRAUD
2185,277,15700.14,USD,FLAGGED_FRAUD
2199,530,33154.65,USD,FLAGGED_FRAUD
2213,191,28345.32,USD,FLAGGED_FRAUD
2216,531,32029.85,USD,FLAGGED_FRAUD
2218,751,35396.33,USD,FLAGGED_FRAUD
2221,585,27210.16,USD,FLAGGED_FRAUD
2228,584,37837.88,USD,FLAGGED_FRAUD
2244,265,29366.71,USD,FLAGGED_FRAUD
2245,996,46874.49,USD,FLAGGED_FRAUD
2256,108,11326.22,USD,FLAGGED_FRAUD
2260,928,11465.16,USD,FLAGGED_FRAUD
2267,461,19075.49,USD,FLAGGED_FRAUD
2275,204,25637.52,USD,FLAGGED_FRAUD
2279,682,13484.03,USD,FLAGGED_FRAUD
2283,427,13695.39,USD,FLAGGED_FRAUD
2298,157,38442.64,USD,FLAGGED_FRAUD
2331,852,40973.16,USD,FLAGGED_FRAUD
2332,204,48719.89,USD,FLAGGED_FRAUD
2344,716,17242.35,USD,FLAGGED_FRAUD
2346,313,31166.88,USD,FLAGGED_FRAUD
2361,572,14540.25,USD,FLAGGED_FRAUD
2369,125,16745.19,USD,FLAGGED_FRAUD
2372,956,39067.22,USD,FLAGGED_FRAUD
2380,414,31244.25,USD,FLAGGED_FRAUD
2381,428,32122.14,USD,FLAGGED_FRAUD
2383,197,19398.38,USD,FLAGGED_FRAUD
2386,369,36814.21,USD,FLAGGED_FRAUD
2391,161,10256.69,USD,FLAGGED_FRAUD
2395,958,42685.14,USD,FLAGGED_FRAUD
2396,614,41751.54,USD,FLAGGED_FRAUD
2399,547,14429.05,USD,FLAGGED_FRAUD
2403,498,45160.75,USD,FLAGGED_FRAUD
2424,653,34554.55,USD,FLAGGED_FRAUD
2425,457,27657.12,USD,FLAGGED_FRAUD
2434,328,25954.66,USD,FLAGGED_FRAUD
2435,268,11130.65,USD,FLAGGED_FRAUD
2443,220,43298.88,USD,FLAGGED_FRAUD
2445,744,19744.62,USD,FLAGGED_FRAUD
2447,278,37087.46,USD,FLAGGED_FRAUD
2448,195,41660.86,USD,FLAGGED_FRAUD
2450,918,30094.00,USD,FLAGGED_FRAUD
2465,995,14779.62,USD,FLAGGED_FRAUD
2469,799,40543.16,USD,FLAGGED_FRAUD
2472,704,21645.02,USD,FLAGGED_FRAUD
2473,624,37397.51,USD,FLAGGED_FRAUD
2474,831,36913.14,USD,FLAGGED_FRAUD
2476,804,27281.49,USD,FLAGGED_FRAUD
2491,523,20799.95,USD,FLAGGED_FRAUD
2492,920,40435.66,USD,FLAGGED_FRAUD
2495,659,47573.45,USD,FLAGGED_FRAUD
2497,329,47632.32,USD,FLAGGED_FRAUD
2500,706,12474.99,USD,FLAGGED_FRAUD
2502,377,19099.94,USD,FLAGGED_FRAUD
2515,342,22495.87,USD,FLAGGED_FRAUD
2516,270,18985.86,USD,FLAGGED_FRAUD
2519,275,28357.18,USD,FLAGGED_FRAUD
2541,813,11250.74,USD,FLAGGED_FRAUD
2543,361,12274.55,USD,FLAGGED_FRAUD
2545,317,48042.22,USD,FLAGGED_FRAUD
2555,673,17755.37,USD,FLAGGED_FRAUD
2573,450,24455.31,USD,FLAGGED_FRAUD
2575,263,29941.09,USD,FLAGGED_FRAUD
2580,672,42330.33,USD,FLAGGED_FRAUD
2587,403,16029.33,USD,FLAGGED_FRAUD
2610,735,24657.53,USD,FLAGGED_FRAUD
2620,560,37252.33,USD,FLAGGED_FRAUD
2622,400,11808.74,USD,FLAGGED_FRAUD
2630,676,23022.53,USD,FLAGGED_FRAUD
2631,640,41797.15,USD,FLAGGED_FRAUD
2637,214,43133.06,USD,FLAGGED_FRAUD
2638,691,46718.71,USD,FLAGGED_FRAUD
2639,378,10077.88,USD,FLAGGED_FRAUD
2643,775,48716.01,USD,FLAGGED_FRAUD
2647,567,42555.72,USD,FLAGGED_FRAUD
2650,563,33814.19,USD,FLAGGED_FRAUD
2658,298,29314.71,USD,FLAGGED_FRAUD
2664,917,40316.24,USD,FLAGGED_FRAUD
2665,892,10208.29,USD,FLAGGED_FRAUD
2683,600,41502.02,USD,FLAGGED_FRAUD
2691,769,21570.96,USD,FLAGGED_FRAUD
2692,729,27006.47,USD,FLAGGED_FRAUD
2716,162,46353.25,USD,FLAGGED_FRAUD
2725,842,15427.54,USD,FLAGGED_FRAUD
2734,387,16190.78,USD,FLAGGED_FRAUD
2741,719,48218.19,USD,FLAGGED_FRAUD
2748,803,25480.08,USD,FLAGGED_FRAUD
2749,866,11996.49,USD,FLAGGED_FRAUD
2771,871,29385.30,USD,FLAGGED_FRAUD
2772,726,42517.74,USD,FLAGGED_FRAUD
2775,572,17859.25,USD,FLAGGED_FRAUD
2780,896,14317.78,USD,FLAGGED_FRAUD
2796,978,44567.90,USD,FLAGGED_FRAUD
2802,805,38255.37,USD,FLAGGED_FRAUD
2810,635,42844.31,USD,FLAGGED_FRAUD
2820,332,35304.26,USD,FLAGGED_FRAUD
2824,856,16299.43,USD,FLAGGED_FRAUD
2827,262,14058.03,USD,FLAGGED_FRAUD
2838,618,19032.43,USD,FLAGGED_FRAUD
2849,150,19778.70,USD,FLAGGED_FRAUD
2859,679,44514.71,USD,FLAGGED_FRAUD
2881,474,34426.17,USD,FLAGGED_FRAUD
2887,978,14589.12,USD,FLAGGED_FRAUD
2913,168,47698.50,USD,FLAGGED_FRAUD
2914,561,20571.14,USD,FLAGGED_FRAUD
2916,904,10214.46,USD,FLAGGED_FRAUD
2923,104,31365.25,USD,FLAGGED_FRAUD
2928,341,26761.85,USD,FLAGGED_FRAUD
2950,357,25133.13,USD,FLAGGED_FRAUD
2956,398,15046.54,USD,FLAGGED_FRAUD
2962,809,15546.02,USD,FLAGGED_FRAUD
2964,768,46008.50,USD,FLAGGED_FRAUD
2974,783,37392.97,USD,FLAGGED_FRAUD
2978,595,43042.88,USD,FLAGGED_FRAUD
2991,429,41475.88,USD,FLAGGED_FRAUD
2997,877,24888.52,USD,FLAGGED_FRAUD
2999,908,44618.45,USD,FLAGGED_FRAUD
3003,260,15524.68,USD,FLAGGED_FRAUD
3007,985,32719.01,USD,FLAGGED_FRAUD
3017,786,20355.37,USD,FLAGGED_FRAUD
3024,192,26510.58,USD,FLAGGED_FRAUD
3034,831,12462.50,USD,FLAGGED_FRAUD
3041,385,18307.31,USD,FLAGGED_FRAUD
3044,906,49883.23,USD,FLAGGED_FRAUD
3046,565,34888.58,USD,FLAGGED_FRAUD
3054,150,41411.39,USD,FLAGGED_FRAUD
3058,935,23046.99,USD,FLAGGED_FRAUD
3063,439,41970.79,USD,FLAGGED_FRAUD
3073,959,25316.59,USD,FLAGGED_FRAUD
3075,178,14034.92,USD,FLAGGED_FRAUD
3077,159,16449.51,USD,FLAGGED_FRAUD
3112,841,18828.69,USD,FLAGGED_FRAUD
3121,236,46974.51,USD,FLAGGED_FRAUD
3126,829,38551.43,USD,FLAGGED_FRAUD
3127,981,22755.63,USD,FLAGGED_FRAUD
3132,186,13950.64,USD,FLAGGED_FRAUD
3136,448,32289.91,USD,FLAGGED_FRAUD
3147,949,34993.57,USD,FLAGGED_FRAUD
3154,715,36774.28,USD,FLAGGED_FRAUD
3156,415,40195.18,USD,FLAGGED_FRAUD
3157,392,11242.74,USD,FLAGGED_FRAUD
3166,386,20311.26,USD,FLAGGED_FRAUD
3182,970,40210.17,USD,FLAGGED_FRAUD
3189,529,33734.00,USD,FLAGGED_FRAUD
3195,629,19084.62,USD,FLAGGED_FRAUD
3199,918,42688.79,USD,FLAGGED_FRAUD
3219,696,23523.64,USD,FLAGGED_FRAUD
3233,324,19271.07,USD,FLAGGED_FRAUD
3251,504,44800.67,USD,FLAGGED_FRAUD
3254,423,48406.69,USD,FLAGGED_FRAUD
3258,504,29367.74,USD,FLAGGED_FRAUD
3264,268,48862.70,USD,FLAGGED_FRAUD
3265,968,20653.23,USD,FLAGGED_FRAUD
3268,740,40715.75,USD,FLAGGED_FRAUD
3270,400,48552.08,USD,FLAGGED_FRAUD
3275,766,24768.73,USD,FLAGGED_FRAUD
3277,751,33102.94,USD,FLAGGED_FRAUD
3279,421,28281.43,USD,FLAGGED_FRAUD
3281,137,11829.41,USD,FLAGGED_FRAUD
3283,531,10663.55,USD,FLAGGED_FRAUD
3285,653,16911.63,USD,FLAGGED_FRAUD
3307,864,20086.30,USD,FLAGGED_FRAUD
3312,810,12687.83,USD,FLAGGED_FRAUD
3316,822,44536.79,USD,FLAGGED_FRAUD
3322,716,42103.55,USD,FLAGGED_FRAUD
3333,331,11688.15,USD,FLAGGED_FRAUD
3339,990,39169.06,USD,FLAGGED_FRAUD
3340,127,37118.51,USD,FLAGGED_FRAUD
3343,600,23551.35,USD,FLAGGED_FRAUD
3356,817,19681.10,USD,FLAGGED_FRAUD
3365,613,43775.81,USD,FLAGGED_FRAUD
3368,652,22908.91,USD,FLAGGED_FRAUD
3374,939,32872.85,USD,FLAGGED_FRAUD
3377,544,32257.91,USD,FLAGGED_FRAUD
3382,875,13051.74,USD,FLAGGED_FRAUD
3390,726,24455.55,USD,FLAGGED_FRAUD
3395,228,23119.45,USD,FLAGGED_FRAUD
3403,183,44423.58,USD,FLAGGED_FRAUD
3412,663,35066.91,USD,FLAGGED_FRAUD
3419,710,30591.67,USD,FLAGGED_FRAUD
3422,174,30228.30,USD,FLAGGED_FRAUD
3433,547,27085.31,USD,FLAGGED_FRAUD
3437,830,26031.70,USD,FLAGGED_FRAUD
3451,261,46848.57,USD,FLAGGED_FRAUD
3466,838,26175.98,USD,FLAGGED_FRAUD
3467,217,18417.04,USD,FLAGGED_FRAUD
3473,707,46199.19,USD,FLAGGED_FRAUD
3474,409,22671.23,USD,FLAGGED_FRAUD
3490,696,15083.98,USD,FLAGGED_FRAUD
3491,576,10990.01,USD,FLAGGED_FRAUD
3505,435,19674.35,USD,FLAGGED_FRAUD
3507,935,45770.21,USD,FLAGGED_FRAUD
3512,653,38893.75,USD,FLAGGED_FRAUD
3515,264,42417.98,USD,FLAGGED_FRAUD
3521,580,33742.04,USD,FLAGGED_FRAUD
3544,365,35387.33,USD,FLAGGED_FRAUD
3555,482,25007.67,USD,FLAGGED_FRAUD
3558,451,20896.01,USD,FLAGGED_FRAUD
3565,654,19994.33,USD,FLAGGED_FRAUD
3581,161,16322.21,USD,FLAGGED_FRAUD
3587,431,12615.12,USD,FLAGGED_FRAUD
3588,791,29239.55,USD,FLAGGED_FRAUD
3594,465,24478.77,USD,FLAGGED_FRAUD
3601,501,12068.94,USD,FLAGGED_FRAUD
3602,351,45740.49,USD,FLAGGED_FRAUD
3618,443,46889.27,USD,FLAGGED_FRAUD
3619,310,42308.71,USD,FLAGGED_FRAUD
3622,255,42439.03,USD,FLAGGED_FRAUD
3636,151,35634.39,USD,FLAGGED_FRAUD
3638,194,14122.28,USD,FLAGGED_FRAUD
3641,269,27783.48,USD,FLAGGED_FRAUD
3669,714,19010.32,USD,FLAGGED_FRAUD
3673,321,16383.40,USD,FLAGGED_FRAUD
3676,376,46619.69,USD,FLAGGED_FRAUD
3682,497,39974.74,USD,FLAGGED_FRAUD
3691,751,38199.11,USD,FLAGGED_FRAUD
3699,153,39020.97,USD,FLAGGED_FRAUD
3702,240,34614.68,USD,FLAGGED_FRAUD
3703,830,16034.04,USD,FLAGGED_FRAUD
3707,356,11276.83,USD,FLAGGED_FRAUD
3710,783,49450.97,USD,FLAGGED_FRAUD
3717,475,16538.00,USD,FLAGGED_FRAUD
3737,615,17282.80,USD,FLAGGED_FRAUD
3748,638,41278.09,USD,FLAGGED_FRAUD
3752,561,27292.56,USD,FLAGGED_FRAUD
3759,598,29446.00,USD,FLAGGED_FRAUD
3760,816,18468.49,USD,FLAGGED_FRAUD
